_500_m_16_days_VI_Quality_2013057_aid0001,aid0001,2013-02-26,62331.0,817.0,,52685.0,8029.0,,210282.0,2643.0,,158586.0,9494.0,,200.0,,,33.0,3.0,,107.0,,,113.0,2.0,,,,,5.0,,,160.0,10.0,,11.0,8.0,,,,,,,,28.0,,,71.0,,,2.0,,,2.0,,,4.0,,,14.0,,,,,,,,,,,,,,,,,,1849.0,,,7985.0,22.0,,1182.0,,,662.0,9.0,,18.0,,,65.0,,,11.0,,,15.0,,,,,,,,,,,,,,,,,461267.0,7906.0,,236.0,,,264.0,72.0,,,,,,,,,,,996.0,,,137.0,,,,,,,,,8923.0,71.0,,163.0,10.0,,14.0,,,,,,,,128.0,,,1457.0,201.0,,,,,39.0,63.0,,343.0,11.0,,14.0,18.0,,,,,19.0,31.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,109.0,4.0,,,,,1.0,,,5.0,3.0,,6.0,,,,,,,,,1544.0,206.0,,,,,955.0,167.0,,,,,,21.0,16.0,,,,,2.0,4.0,,,,,6.0,112.0,52.0,,3.0,,,26.0,12.0,,,,
_500_m_16_days_VI_Quality_2013065_aid0001,aid0001,2013-03-06,52815.0,167.0,,98845.0,67509.0,,280766.0,86889.0,,101354.0,34486.0,,19.0,74.0,,,1.0,,4.0,5.0,,,3.0,,,,,,,,2.0,3.0,,,,,,,,,,,2.0,,,113.0,65.0,,,1.0,,,2.0,,,,,5.0,13.0,,,,,,,,,,,,,,,,,1074.0,4.0,,10640.0,2684.0,,300.0,121.0,,221.0,201.0,,1.0,4.0,,12.0,8.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,255495.0,367.0,,565.0,319.0,,10.0,39.0,,,,,,,,,,,802.0,,,196.0,49.0,,12.0,4.0,,,,,5263.0,5.0,,392.0,123.0,,12.0,2.0,,,,,,,26.0,3.0,,153.0,116.0,,16.0,5.0,,11.0,18.0,,22.0,80.0,,,1.0,,,,,1.0,,,,,,,30.0,,,,,,,,1.0,,,,10.0,,,,,,,,,,,22.0,37.0,,,3.0,,2.0,3.0,,1.0,16.0,,,12.0,,,,,,,,201.0,33.0,,,,,64.0,52.0,,,,,,24.0,,,,,,3.0,2.0,,,,,6.0,56.0,,,,,,,4.0,,,,
_500_m_16_days_VI_Quality_2013073_aid0001,aid0001,2013-03-14,28566.0,25.0,,151895.0,93452.0,,485596.0,22516.0,,158781.0,832.0,,8.0,,,9.0,1.0,,1.0,1.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,,30.0,12.0,,299.0,70.0,,1.0,,,,3.0,,4.0,11.0,,32.0,64.0,,,1.0,,,,,,,,,2.0,,,,,1321.0,35.0,,16654.0,1156.0,,278.0,8.0,,298.0,4.0,,10.0,17.0,,51.0,37.0,,5.0,10.0,,3.0,5.0,,,,,,,,,,,,,,,,36446.0,745.0,,328.0,347.0,,,1.0,,,,,,,,,,,367.0,29.0,,74.0,14.0,,11.0,22.0,,,8.0,,969.0,66.0,,159.0,12.0,,5.0,3.0,,,3.0,,,,38.0,,,850.0,1.0,,,,,16.0,,,20.0,1.0,,3.0,1.0,,,1.0,,6.0,4.0,,,,,3.0,43.0,,,,,,,,1.0,23.0,,6.0,46.0,,,2.0,,,2.0,,6.0,9.0,,5.0,45.0,,,,,3.0,,,4.0,27.0,,10.0,32.0,,,9.0,,1.0,6.0,,12.0,55.0,,,,,,11.0,,,1.0,,,1.0,1.0,,,,,2.0,26.0,,,23.0,,4.0,,8.0,,,,,,5.0,,,9.0,
_500_m_16_days_VI_Quality_2013081_aid0001,aid0001,2013-03-22,2844.0,42.0,,182758.0,47297.0,,685186.0,17621.0,,41313.0,3067.0,,,,,2.0,3.0,,6.0,4.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,8.0,31.0,,631.0,92.0,,2.0,1.0,,,,,5.0,8.0,,51.0,82.0,,2.0,1.0,,,,,,,,,,,,,,176.0,17.0,,19015.0,1008.0,,350.0,73.0,,97.0,45.0,,5.0,8.0,,69.0,61.0,,4.0,13.0,,1.0,1.0,,,,,,,,,,,,,,,,213.0,3.0,,2.0,12.0,,,1.0,,,,,,,,,,,68.0,13.0,,69.0,3.0,,,34.0,,,3.0,,202.0,11.0,,103.0,5.0,,2.0,14.0,,,2.0,,,,2.0,1.0,,77.0,3.0,,,2.0,,,5.0,,,,,2.0,,,2.0,,,2.0,3.0,,,2.0,,14.0,2.0,,,,,,,,2.0,19.0,,22.0,34.0,,,,,,1.0,,8.0,7.0,,30.0,15.0,,1.0,,,,,,2.0,15.0,,13.0,23.0,,2.0,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,5.0,,6.0,1.0,,,,,,,6.0,,,1.0,
_500_m_16_days_VI_Quality_2013089_aid0001,aid0001,2013-03-30,87.0,8.0,,115959.0,12765.0,,766814.0,21199.0,,49861.0,7210.0,,,,,11.0,10.0,,130.0,36.0,,144.0,345.0,,,,,,,,2.0,,,35.0,6.0,,,,,3.0,,,17.0,,,594.0,155.0,,,1.0,,,,,4.0,8.0,,169.0,94.0,,,,,3.0,2.0,,,,,,,,2.0,,,14.0,10.0,,18119.0,1566.0,,717.0,55.0,,89.0,17.0,,3.0,9.0,,213.0,90.0,,8.0,16.0,,6.0,10.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,2.0,,,,,,,,,,38.0,9.0,,105.0,56.0,,1665.0,321.0,,879.0,988.0,,10.0,2.0,,7.0,12.0,,237.0,102.0,,510.0,1089.0,,9.0,1.0,,8.0,2.0,,,,,,,,36.0,36.0,,28.0,39.0,,,2.0,,,6.0,,16.0,,,45.0,19.0,,6.0,1.0,,10.0,,,36.0,29.0,,43.0,40.0,,4.0,1.0,,3.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,2.0,
_500_m_16_days_VI_Quality_2013097_aid0001,aid0001,2013-04-07,378.0,,,139949.0,56531.0,,315081.0,167340.0,,141327.0,30280.0,,292.0,8.0,,92.0,18.0,,2477.0,150.0,,3090.0,3058.0,,4.0,,,188.0,25.0,,1124.0,8021.0,,6087.0,1884.0,,,,,55.0,1556.0,,26.0,,,393.0,136.0,,,,,,,,7.0,4.0,,186.0,111.0,,,,,,,,,2.0,,,14.0,,3.0,,,51.0,3.0,,14075.0,2447.0,,1118.0,294.0,,145.0,99.0,,7.0,15.0,,301.0,221.0,,68.0,10.0,,15.0,15.0,,,,,1.0,4.0,,15.0,103.0,,55.0,28.0,,,2.0,7071.0,56.0,,,,,143.0,75.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,11.0,,,,,,,,,,,,,934.0,77.0,,412.0,107.0,,10026.0,4080.0,,15203.0,6681.0,,4297.0,509.0,,140.0,18.0,,7590.0,425.0,,27444.0,15033.0,,9.0,12.0,,32.0,17.0,,1.0,,,,,,62.0,39.0,,75.0,61.0,,,,,,2.0,,41.0,5.0,,555.0,142.0,,114.0,11.0,,58.0,16.0,,234.0,32.0,,398.0,110.0,,91.0,9.0,,121.0,117.0,,750.0,35.0,,,,,567.0,54.0,,,,,,,,,,,,,2.0,,,,,10.0,,1.0,,,,,,,,,,
_500_m_16_days_VI_Quality_2013105_aid0001,aid0001,2013-04-15,,,,269432.0,98391.0,,590852.0,12758.0,,8175.0,513.0,,1.0,,,1.0,2.0,,26.0,3.0,,10.0,20.0,,,,,,2.0,,,,,,,,,,,,,,,,,713.0,158.0,,2.0,,,,,,2.0,5.0,,81.0,68.0,,,,,,,,,,,,1.0,,,,,,,,18919.0,1238.0,,717.0,28.0,,33.0,14.0,,,5.0,,110.0,65.0,,3.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,,29.0,,,12.0,90.0,,,3.0,,5.0,,,22.0,,,33.0,105.0,,,5.0,,23.0,13.0,,,,,,3.0,,15.0,21.0,,18.0,75.0,,,,,,2.0,,,,,50.0,15.0,,4.0,,,,8.0,,24.0,48.0,,35.0,48.0,,2.0,,,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013113_aid0001,aid0001,2013-04-23,,,,200060.0,63931.0,,695243.0,7961.0,,11707.0,1447.0,,,,,3.0,5.0,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,767.0,235.0,,1.0,,,,,,10.0,,,35.0,65.0,,,2.0,,,,,,,,,,,,,,,,,18978.0,1194.0,,698.0,24.0,,10.0,19.0,,,1.0,,29.0,51.0,,1.0,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,49.0,92.0,,,,,,1.0,,1.0,,,3.0,17.0,,,5.0,,15.0,55.0,,,,,,,,2.0,25.0,,26.0,46.0,,,1.0,,,,,,,,26.0,27.0,,3.0,,,,5.0,,,32.0,,4.0,30.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013121_aid0001,aid0001,2013-05-01,,,,177855.0,100562.0,,556351.0,144315.0,,989.0,400.0,,,,,4.0,1.0,,4.0,8.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,542.0,436.0,,,,,,2.0,,,,,26.0,58.0,,,8.0,,,,,,,,,,,,,,,,,17594.0,2847.0,,469.0,99.0,,21.0,9.0,,1.0,1.0,,37.0,55.0,,6.0,9.0,,,8.0,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,4.0,,,7.0,,,,,1.0,,,3.0,9.0,,,11.0,,,,,3.0,30.0,,,,,,,,11.0,23.0,,51.0,22.0,,,,,,2.0,,,,,4.0,37.0,,2.0,2.0,,2.0,3.0,,1.0,8.0,,3.0,22.0,,,1.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013129_aid0001,aid0001,2013-05-09,,,,213522.0,236398.0,,448425.0,81702.0,,294.0,5.0,,,,,2.0,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,381.0,,4.0,3.0,,,,,,,,8.0,42.0,,,3.0,,,2.0,,,,,,,,,,,,,,18343.0,2867.0,,237.0,24.0,,4.0,2.0,,,1.0,,10.0,63.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,2.0,,,,,,,,,,3.0,,2.0,,,,,,,5.0,,,,,,,,15.0,28.0,,17.0,55.0,,,,,,4.0,,,,,2.0,13.0,,,2.0,,,,,2.0,1.0,,6.0,14.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013137_aid0001,aid0001,2013-05-17,1.0,,,219209.0,209066.0,,369683.0,173930.0,,6540.0,1659.0,,,,,,2.0,,3.0,14.0,,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,402.0,556.0,,,2.0,,,1.0,,,,,25.0,81.0,,,6.0,,,2.0,,,,,,1.0,,,,,,,,13761.0,6208.0,,658.0,365.0,,14.0,15.0,,,,,27.0,106.0,,1.0,12.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,7.0,17.0,,77.0,76.0,,52.0,55.0,,,3.0,,3.0,,,9.0,24.0,,25.0,48.0,,,,,3.0,28.0,,,,,,,,21.0,60.0,,17.0,66.0,,,,,,2.0,,,,,10.0,23.0,,4.0,3.0,,2.0,,,6.0,13.0,,18.0,26.0,,,1.0,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013145_aid0001,aid0001,2013-05-25,7.0,26.0,,164384.0,217055.0,,262802.0,297106.0,,5211.0,14593.0,,,3.0,,1.0,65.0,,50.0,984.0,,131.0,840.0,,,,,,1.0,,1.0,14.0,,10.0,131.0,,,13.0,,,66.0,,15.0,,,296.0,692.0,,,1.0,,,,,,7.0,,34.0,80.0,,,2.0,,,,,,,,,2.0,,,,,9.0,,,10887.0,7689.0,,567.0,854.0,,67.0,117.0,,2.0,,,64.0,167.0,,4.0,32.0,,1.0,8.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,251.0,,123.0,389.0,,803.0,4510.0,,964.0,2952.0,,28.0,101.0,,5.0,33.0,,92.0,1775.0,,1399.0,3550.0,,5.0,,,,21.0,,,,,,,,26.0,44.0,,29.0,101.0,,2.0,,,,5.0,,20.0,1.0,,175.0,231.0,,10.0,27.0,,16.0,30.0,,19.0,54.0,,31.0,114.0,,8.0,16.0,,10.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2013153_aid0001,aid0001,2013-06-02,1.0,,,258978.0,218562.0,,378761.0,110088.0,,7268.0,2417.0,,,,,1.0,7.0,,17.0,84.0,,125.0,57.0,,,,,,,,1.0,,,4.0,2.0,,,,,,,,8.0,,,651.0,390.0,,,2.0,,,,,8.0,6.0,,7.0,58.0,,,3.0,,,,,,,,,,,,,,1.0,,,15620.0,4515.0,,445.0,303.0,,51.0,12.0,,2.0,,,21.0,37.0,,,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,30.0,106.0,,311.0,1176.0,,343.0,567.0,,,4.0,,,4.0,,15.0,206.0,,444.0,1022.0,,7.0,1.0,,8.0,27.0,,,,,,,,13.0,7.0,,17.0,24.0,,,,,1.0,1.0,,14.0,,,39.0,69.0,,2.0,12.0,,2.0,23.0,,7.0,11.0,,7.0,22.0,,1.0,7.0,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
